,ped_number,PED_Name,Dimension,File,DimensionID,Value,GNR
518325,63,Grande Prairie,University certificate or diploma above bachelor level,2,1824,200.00,4.7%
518326,63,Grande Prairie,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,175.00,4.7%
518327,63,Grande Prairie,Master's degree,2,1826,645.00,4.7%
526484,64,Grande Prairie-Wapiti,"No certificate, diploma or degree",2,1814,"4,335.00",4.4%
526485,64,Grande Prairie-Wapiti,Secondary (high) school diploma or equivalency certificate,2,1815,"7,955.00",4.4%
526486,64,Grande Prairie-Wapiti,"Postsecondary certificate, diploma or degree",2,1816,"14,295.00",4.4%
526487,64,Grande Prairie-Wapiti,Apprenticeship or trades certificate or diploma,2,1817,"4,120.00",4.4%
526488,64,Grande Prairie-Wapiti,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,000.00",4.4%
526489,64,Grande Prairie-Wapiti,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,110.00",4.4%
526490,64,Grande Prairie-Wapiti,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,245.00",4.4%
526491,64,Grande Prairie-Wapiti,University certificate or diploma below bachelor level,2,1821,555.00,4.4%
526492,64,Grande Prairie-Wapiti,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,380.00",4.4%
526493,64,Grande Prairie-Wapiti,Bachelor's degree,2,1823,"2,670.00",4.4%
526494,64,Grande Prairie-Wapiti,University certificate or diploma above bachelor level,2,1824,120.00,4.4%
526495,64,Grande Prairie-Wapiti,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,80.00,4.4%
526496,64,Grande Prairie-Wapiti,Master's degree,2,1826,445.00,4.4%
534653,65,Highwood,"No certificate, diploma or degree",2,1814,"1,925.00",3.5%
534654,65,Highwood,Secondary (high) school diploma or equivalency certificate,2,1815,"7,115.00",3.5%
534655,65,Highwood,"Postsecondary certificate, diploma or degree",2,1816,"17,390.00",3.5%
534656,65,Highwood,Apprenticeship or trades certificate or diploma,2,1817,"3,135.00",3.5%
534657,65,Highwood,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,830.00,3.5%
534658,65,Highwood,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,305.00",3.5%
534659,65,Highwood,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,770.00",3.5%
534660,65,Highwood,University certificate or diploma below bachelor level,2,1821,850.00,3.5%
534661,65,Highwood,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,640.00",3.5%
534662,65,Highwood,Bachelor's degree,2,1823,"4,985.00",3.5%
534663,65,Highwood,University certificate or diploma above bachelor level,2,1824,355.00,3.5%
534664,65,Highwood,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,225.00,3.5%
534665,65,Highwood,Master's degree,2,1826,970.00,3.5%
542822,66,Innisfail-Sylvan Lake,"No certificate, diploma or degree",2,1814,"3,210.00",5.9%
542823,66,Innisfail-Sylvan Lake,Secondary (high) school diploma or equivalency certificate,2,1815,"7,715.00",5.9%
542824,66,Innisfail-Sylvan Lake,"Postsecondary certificate, diploma or degree",2,1816,"14,065.00",5.9%
542825,66,Innisfail-Sylvan Lake,Apprenticeship or trades certificate or diploma,2,1817,"3,990.00",5.9%
542826,66,Innisfail-Sylvan Lake,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,890.00,5.9%
542827,66,Innisfail-Sylvan Lake,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,095.00",5.9%
542828,66,Innisfail-Sylvan Lake,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,470.00",5.9%
542829,66,Innisfail-Sylvan Lake,University certificate or diploma below bachelor level,2,1821,650.00,5.9%
542830,66,Innisfail-Sylvan Lake,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,955.00",5.9%
542831,66,Innisfail-Sylvan Lake,Bachelor's degree,2,1823,"2,230.00",5.9%
542832,66,Innisfail-Sylvan Lake,University certificate or diploma above bachelor level,2,1824,170.00,5.9%
542833,66,Innisfail-Sylvan Lake,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,130.00,5.9%
542834,66,Innisfail-Sylvan Lake,Master's degree,2,1826,390.00,5.9%
550991,67,Lac Ste. Anne-Parkland,"No certificate, diploma or degree",2,1814,"4,100.00",6.2%
550992,67,Lac Ste. Anne-Parkland,Secondary (high) school diploma or equivalency certificate,2,1815,"7,230.00",6.2%
550993,67,Lac Ste. Anne-Parkland,"Postsecondary certificate, diploma or degree",2,1816,"13,700.00",6.2%
550994,67,Lac Ste. Anne-Parkland,Apprenticeship or trades certificate or diploma,2,1817,"4,685.00",6.2%
550995,67,Lac Ste. Anne-Parkland,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,155.00",6.2%
550996,67,Lac Ste. Anne-Parkland,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,525.00",6.2%
550997,67,Lac Ste. Anne-Parkland,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,520.00",6.2%
550998,67,Lac Ste. Anne-Parkland,University certificate or diploma below bachelor level,2,1821,765.00,6.2%
550999,67,Lac Ste. Anne-Parkland,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,740.00",6.2%
551000,67,Lac Ste. Anne-Parkland,Bachelor's degree,2,1823,"2,025.00",6.2%
551001,67,Lac Ste. Anne-Parkland,University certificate or diploma above bachelor level,2,1824,145.00,6.2%
551002,67,Lac Ste. Anne-Parkland,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,80.00,6.2%
551003,67,Lac Ste. Anne-Parkland,Master's degree,2,1826,445.00,6.2%
559160,68,Lacombe-Ponoka,"No certificate, diploma or degree",2,1814,"3,070.00",3.9%
559161,68,Lacombe-Ponoka,Secondary (high) school diploma or equivalency certificate,2,1815,"6,790.00",3.9%
559162,68,Lacombe-Ponoka,"Postsecondary certificate, diploma or degree",2,1816,"13,905.00",3.9%
559163,68,Lacombe-Ponoka,Apprenticeship or trades certificate or diploma,2,1817,"3,870.00",3.9%
559164,68,Lacombe-Ponoka,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,885.00,3.9%
559165,68,Lacombe-Ponoka,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,980.00",3.9%
559166,68,Lacombe-Ponoka,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,090.00",3.9%
559167,68,Lacombe-Ponoka,University certificate or diploma below bachelor level,2,1821,745.00,3.9%
559168,68,Lacombe-Ponoka,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,195.00",3.9%
559169,68,Lacombe-Ponoka,Bachelor's degree,2,1823,"2,370.00",3.9%
559170,68,Lacombe-Ponoka,University certificate or diploma above bachelor level,2,1824,140.00,3.9%
559171,68,Lacombe-Ponoka,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,95.00,3.9%
559172,68,Lacombe-Ponoka,Master's degree,2,1826,520.00,3.9%
567329,69,Leduc-Beaumont,"No certificate, diploma or degree",2,1814,"2,500.00",3.4%
567330,69,Leduc-Beaumont,Secondary (high) school diploma or equivalency certificate,2,1815,"7,970.00",3.4%
567331,69,Leduc-Beaumont,"Postsecondary certificate, diploma or degree",2,1816,"16,440.00",3.4%
567332,69,Leduc-Beaumont,Apprenticeship or trades certificate or diploma,2,1817,"4,170.00",3.4%
567333,69,Leduc-Beaumont,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,945.00,3.4%
567334,69,Leduc-Beaumont,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,230.00",3.4%
567335,69,Leduc-Beaumont,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,710.00",3.4%
567336,69,Leduc-Beaumont,University certificate or diploma below bachelor level,2,1821,835.00,3.4%
567337,69,Leduc-Beaumont,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,720.00",3.4%
567338,69,Leduc-Beaumont,Bachelor's degree,2,1823,"3,840.00",3.4%
567339,69,Leduc-Beaumont,University certificate or diploma above bachelor level,2,1824,235.00,3.4%
567340,69,Leduc-Beaumont,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,65.00,3.4%
567341,69,Leduc-Beaumont,Master's degree,2,1826,515.00,3.4%
575498,70,Lesser Slave Lake,"No certificate, diploma or degree",2,1814,"4,135.00",5.2%
575499,70,Lesser Slave Lake,Secondary (high) school diploma or equivalency certificate,2,1815,"3,380.00",5.2%
575500,70,Lesser Slave Lake,"Postsecondary certificate, diploma or degree",2,1816,"6,290.00",5.2%
575501,70,Lesser Slave Lake,Apprenticeship or trades certificate or diploma,2,1817,"1,515.00",5.2%
575502,70,Lesser Slave Lake,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,600.00,5.2%
575503,70,Lesser Slave Lake,Certificate of Apprenticeship or Certificate of Qualification,2,1819,915.00,5.2%
575504,70,Lesser Slave Lake,"College, CEGEP or other non-university certificate or diploma",2,1820,"2,830.00",5.2%
575505,70,Lesser Slave Lake,University certificate or diploma below bachelor level,2,1821,465.00,5.2%
575506,70,Lesser Slave Lake,"University certificate, diploma or degree at bachelor level or above",2,1822,"1,480.00",5.2%
575507,70,Lesser Slave Lake,Bachelor's degree,2,1823,"1,130.00",5.2%
575508,70,Lesser Slave Lake,University certificate or diploma above bachelor level,2,1824,80.00,5.2%
575509,70,Lesser Slave Lake,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,30.00,5.2%
575510,70,Lesser Slave Lake,Master's degree,2,1826,220.00,5.2%
583667,71,Lethbridge-East,"No certificate, diploma or degree",2,1814,"3,170.00",4.8%
583668,71,Lethbridge-East,Secondary (high) school diploma or equivalency certificate,2,1815,"7,280.00",4.8%
583669,71,Lethbridge-East,"Postsecondary certificate, diploma or degree",2,1816,"13,125.00",4.8%
583670,71,Lethbridge-East,Apprenticeship or trades certificate or diploma,2,1817,"2,585.00",4.8%
583671,71,Lethbridge-East,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,730.00,4.8%
583672,71,Lethbridge-East,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,855.00",4.8%
583673,71,Lethbridge-East,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,590.00",4.8%
583674,71,Lethbridge-East,University certificate or diploma below bachelor level,2,1821,370.00,4.8%
583675,71,Lethbridge-East,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,575.00",4.8%
583676,71,Lethbridge-East,Bachelor's degree,2,1823,"3,250.00",4.8%
583677,71,Lethbridge-East,University certificate or diploma above bachelor level,2,1824,200.00,4.8%
583678,71,Lethbridge-East,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,170.00,4.8%
583679,71,Lethbridge-East,Master's degree,2,1826,805.00,4.8%
591836,72,Lethbridge-West,"No certificate, diploma or degree",2,1814,"2,135.00",4.5%
591837,72,Lethbridge-West,Secondary (high) school diploma or equivalency certificate,2,1815,"6,055.00",4.5%
591838,72,Lethbridge-West,"Postsecondary certificate, diploma or degree",2,1816,"16,255.00",4.5%
591839,72,Lethbridge-West,Apprenticeship or trades certificate or diploma,2,1817,"2,155.00",4.5%
591840,72,Lethbridge-West,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,645.00,4.5%
591841,72,Lethbridge-West,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,510.00",4.5%
591842,72,Lethbridge-West,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,065.00",4.5%
591843,72,Lethbridge-West,University certificate or diploma below bachelor level,2,1821,570.00,4.5%
591844,72,Lethbridge-West,"University certificate, diploma or degree at bachelor level or above",2,1822,"7,465.00",4.5%
591845,72,Lethbridge-West,Bachelor's degree,2,1823,"5,275.00",4.5%
591846,72,Lethbridge-West,University certificate or diploma above bachelor level,2,1824,275.00,4.5%
591847,72,Lethbridge-West,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,205.00,4.5%
591848,72,Lethbridge-West,Master's degree,2,1826,"1,305.00",4.5%
600005,73,Livingstone-Macleod,"No certificate, diploma or degree",2,1814,"3,280.00",6.5%
600006,73,Livingstone-Macleod,Secondary (high) school diploma or equivalency certificate,2,1815,"6,820.00",6.5%
600007,73,Livingstone-Macleod,"Postsecondary certificate, diploma or degree",2,1816,"13,055.00",6.5%
600008,73,Livingstone-Macleod,Apprenticeship or trades certificate or diploma,2,1817,"3,065.00",6.5%
600009,73,Livingstone-Macleod,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,985.00,6.5%
600010,73,Livingstone-Macleod,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,080.00",6.5%
600011,73,Livingstone-Macleod,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,800.00",6.5%
600012,73,Livingstone-Macleod,University certificate or diploma below bachelor level,2,1821,710.00,6.5%
600013,73,Livingstone-Macleod,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,475.00",6.5%
600014,73,Livingstone-Macleod,Bachelor's degree,2,1823,"2,660.00",6.5%
600015,73,Livingstone-Macleod,University certificate or diploma above bachelor level,2,1824,150.00,6.5%
600016,73,Livingstone-Macleod,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,155.00,6.5%
600017,73,Livingstone-Macleod,Master's degree,2,1826,465.00,6.5%
608174,74,Maskwacis-Wetaskiwin,"No certificate, diploma or degree",2,1814,"4,355.00",6.1%
608175,74,Maskwacis-Wetaskiwin,Secondary (high) school diploma or equivalency certificate,2,1815,"6,150.00",6.1%
608176,74,Maskwacis-Wetaskiwin,"Postsecondary certificate, diploma or degree",2,1816,"11,495.00",6.1%
608177,74,Maskwacis-Wetaskiwin,Apprenticeship or trades certificate or diploma,2,1817,"3,465.00",6.1%
608178,74,Maskwacis-Wetaskiwin,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,975.00,6.1%
608179,74,Maskwacis-Wetaskiwin,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,490.00",6.1%
608180,74,Maskwacis-Wetaskiwin,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,790.00",6.1%
608181,74,Maskwacis-Wetaskiwin,University certificate or diploma below bachelor level,2,1821,630.00,6.1%
608182,74,Maskwacis-Wetaskiwin,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,615.00",6.1%
608183,74,Maskwacis-Wetaskiwin,Bachelor's degree,2,1823,"1,980.00",6.1%
608184,74,Maskwacis-Wetaskiwin,University certificate or diploma above bachelor level,2,1824,170.00,6.1%
608185,74,Maskwacis-Wetaskiwin,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,75.00,6.1%
608186,74,Maskwacis-Wetaskiwin,Master's degree,2,1826,330.00,6.1%
616343,75,Morinville-St. Albert,"No certificate, diploma or degree",2,1814,"2,195.00",4.4%
616344,75,Morinville-St. Albert,Secondary (high) school diploma or equivalency certificate,2,1815,"7,300.00",4.4%
616345,75,Morinville-St. Albert,"Postsecondary certificate, diploma or degree",2,1816,"17,605.00",4.4%
616346,75,Morinville-St. Albert,Apprenticeship or trades certificate or diploma,2,1817,"4,020.00",4.4%
616347,75,Morinville-St. Albert,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,940.00,4.4%
616348,75,Morinville-St. Albert,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,085.00",4.4%
616349,75,Morinville-St. Albert,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,075.00",4.4%
616350,75,Morinville-St. Albert,University certificate or diploma below bachelor level,2,1821,850.00,4.4%
616351,75,Morinville-St. Albert,"University certificate, diploma or degree at bachelor level or above",2,1822,"5,665.00",4.4%
616352,75,Morinville-St. Albert,Bachelor's degree,2,1823,"4,420.00",4.4%
616353,75,Morinville-St. Albert,University certificate or diploma above bachelor level,2,1824,240.00,4.4%
616354,75,Morinville-St. Albert,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,130.00,4.4%
616355,75,Morinville-St. Albert,Master's degree,2,1826,770.00,4.4%
624512,76,Olds-Didsbury-Three Hills,"No certificate, diploma or degree",2,1814,"3,320.00",4.4%
624513,76,Olds-Didsbury-Three Hills,Secondary (high) school diploma or equivalency certificate,2,1815,"7,045.00",4.4%
624514,76,Olds-Didsbury-Three Hills,"Postsecondary certificate, diploma or degree",2,1816,"14,450.00",4.4%
624515,76,Olds-Didsbury-Three Hills,Apprenticeship or trades certificate or diploma,2,1817,"3,635.00",4.4%
624516,76,Olds-Didsbury-Three Hills,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,020.00",4.4%
624517,76,Olds-Didsbury-Three Hills,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,610.00",4.4%
624518,76,Olds-Didsbury-Three Hills,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,890.00",4.4%
624519,76,Olds-Didsbury-Three Hills,University certificate or diploma below bachelor level,2,1821,645.00,4.4%
624520,76,Olds-Didsbury-Three Hills,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,285.00",4.4%
624521,76,Olds-Didsbury-Three Hills,Bachelor's degree,2,1823,"2,630.00",4.4%
624522,76,Olds-Didsbury-Three Hills,University certificate or diploma above bachelor level,2,1824,145.00,4.4%
624523,76,Olds-Didsbury-Three Hills,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,85.00,4.4%
624524,76,Olds-Didsbury-Three Hills,Master's degree,2,1826,360.00,4.4%
632681,77,Peace River,"No certificate, diploma or degree",2,1814,"6,340.00",6.8%
632682,77,Peace River,Secondary (high) school diploma or equivalency certificate,2,1815,"4,015.00",6.8%
632683,77,Peace River,"Postsecondary certificate, diploma or degree",2,1816,"8,270.00",6.8%
632684,77,Peace River,Apprenticeship or trades certificate or diploma,2,1817,"2,205.00",6.8%
632685,77,Peace River,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,675.00,6.8%
632686,77,Peace River,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,530.00",6.8%
632687,77,Peace River,"College, CEGEP or other non-university certificate or diploma",2,1820,"3,305.00",6.8%
632688,77,Peace River,University certificate or diploma below bachelor level,2,1821,395.00,6.8%
632689,77,Peace River,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,365.00",6.8%
632690,77,Peace River,Bachelor's degree,2,1823,"1,785.00",6.8%
632691,77,Peace River,University certificate or diploma above bachelor level,2,1824,140.00,6.8%
632692,77,Peace River,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,55.00,6.8%
632693,77,Peace River,Master's degree,2,1826,360.00,6.8%
640850,78,Red Deer-North,"No certificate, diploma or degree",2,1814,"3,915.00",4.8%
640851,78,Red Deer-North,Secondary (high) school diploma or equivalency certificate,2,1815,"8,270.00",4.8%
640852,78,Red Deer-North,"Postsecondary certificate, diploma or degree",2,1816,"14,635.00",4.8%
640853,78,Red Deer-North,Apprenticeship or trades certificate or diploma,2,1817,"3,495.00",4.8%
640854,78,Red Deer-North,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,975.00,4.8%
640855,78,Red Deer-North,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,520.00",4.8%
640856,78,Red Deer-North,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,080.00",4.8%
640857,78,Red Deer-North,University certificate or diploma below bachelor level,2,1821,745.00,4.8%
640858,78,Red Deer-North,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,310.00",4.8%
640859,78,Red Deer-North,Bachelor's degree,2,1823,"3,310.00",4.8%
640860,78,Red Deer-North,University certificate or diploma above bachelor level,2,1824,245.00,4.8%
640861,78,Red Deer-North,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,130.00,4.8%
640862,78,Red Deer-North,Master's degree,2,1826,585.00,4.8%
649019,79,Red Deer-South,"No certificate, diploma or degree",2,1814,"2,805.00",4.4%
649020,79,Red Deer-South,Secondary (high) school diploma or equivalency certificate,2,1815,"8,120.00",4.4%
649021,79,Red Deer-South,"Postsecondary certificate, diploma or degree",2,1816,"18,380.00",4.4%
649022,79,Red Deer-South,Apprenticeship or trades certificate or diploma,2,1817,"3,550.00",4.4%
649023,79,Red Deer-South,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,895.00,4.4%
649024,79,Red Deer-South,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,655.00",4.4%
649025,79,Red Deer-South,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,175.00",4.4%
649026,79,Red Deer-South,University certificate or diploma below bachelor level,2,1821,895.00,4.4%
649027,79,Red Deer-South,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,760.00",4.4%
649028,79,Red Deer-South,Bachelor's degree,2,1823,"4,975.00",4.4%
649029,79,Red Deer-South,University certificate or diploma above bachelor level,2,1824,360.00,4.4%
649030,79,Red Deer-South,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,315.00,4.4%
649031,79,Red Deer-South,Master's degree,2,1826,"1,025.00",4.4%
657188,80,Rimbey-Rocky Mountain House-Sundre,"No certificate, diploma or degree",2,1814,"3,920.00",5.4%
657189,80,Rimbey-Rocky Mountain House-Sundre,Secondary (high) school diploma or equivalency certificate,2,1815,"7,155.00",5.4%
657190,80,Rimbey-Rocky Mountain House-Sundre,"Postsecondary certificate, diploma or degree",2,1816,"12,480.00",5.4%
657191,80,Rimbey-Rocky Mountain House-Sundre,Apprenticeship or trades certificate or diploma,2,1817,"4,035.00",5.4%
657192,80,Rimbey-Rocky Mountain House-Sundre,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,110.00",5.4%
657193,80,Rimbey-Rocky Mountain House-Sundre,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,920.00",5.4%
657194,80,Rimbey-Rocky Mountain House-Sundre,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,345.00",5.4%
657195,80,Rimbey-Rocky Mountain House-Sundre,University certificate or diploma below bachelor level,2,1821,530.00,5.4%
657196,80,Rimbey-Rocky Mountain House-Sundre,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,580.00",5.4%
657197,80,Rimbey-Rocky Mountain House-Sundre,Bachelor's degree,2,1823,"1,975.00",5.4%
657198,80,Rimbey-Rocky Mountain House-Sundre,University certificate or diploma above bachelor level,2,1824,170.00,5.4%
657199,80,Rimbey-Rocky Mountain House-Sundre,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,90.00,5.4%
657200,80,Rimbey-Rocky Mountain House-Sundre,Master's degree,2,1826,335.00,5.4%
665357,81,Sherwood Park,"No certificate, diploma or degree",2,1814,"1,335.00",3.4%
665358,81,Sherwood Park,Secondary (high) school diploma or equivalency certificate,2,1815,"5,850.00",3.4%
665359,81,Sherwood Park,"Postsecondary certificate, diploma or degree",2,1816,"16,895.00",3.4%
665360,81,Sherwood Park,Apprenticeship or trades certificate or diploma,2,1817,"3,105.00",3.4%
665361,81,Sherwood Park,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,715.00,3.4%
665362,81,Sherwood Park,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,395.00",3.4%
665363,81,Sherwood Park,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,305.00",3.4%
665364,81,Sherwood Park,University certificate or diploma below bachelor level,2,1821,920.00,3.4%
665365,81,Sherwood Park,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,560.00",3.4%
665366,81,Sherwood Park,Bachelor's degree,2,1823,"5,020.00",3.4%
665367,81,Sherwood Park,University certificate or diploma above bachelor level,2,1824,285.00,3.4%
665368,81,Sherwood Park,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,135.00,3.4%
665369,81,Sherwood Park,Master's degree,2,1826,985.00,3.4%
673526,82,Spruce Grove-Stony Plain,"No certificate, diploma or degree",2,1814,"2,910.00",3.6%
673527,82,Spruce Grove-Stony Plain,Secondary (high) school diploma or equivalency certificate,2,1815,"8,110.00",3.6%
673528,82,Spruce Grove-Stony Plain,"Postsecondary certificate, diploma or degree",2,1816,"16,330.00",3.6%
673529,82,Spruce Grove-Stony Plain,Apprenticeship or trades certificate or diploma,2,1817,"4,100.00",3.6%
673530,82,Spruce Grove-Stony Plain,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,825.00,3.6%
673531,82,Spruce Grove-Stony Plain,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,270.00",3.6%
673532,82,Spruce Grove-Stony Plain,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,115.00",3.6%
673533,82,Spruce Grove-Stony Plain,University certificate or diploma below bachelor level,2,1821,795.00,3.6%
673534,82,Spruce Grove-Stony Plain,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,320.00",3.6%
673535,82,Spruce Grove-Stony Plain,Bachelor's degree,2,1823,"3,525.00",3.6%
673536,82,Spruce Grove-Stony Plain,University certificate or diploma above bachelor level,2,1824,195.00,3.6%
673537,82,Spruce Grove-Stony Plain,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,65.00,3.6%
673538,82,Spruce Grove-Stony Plain,Master's degree,2,1826,490.00,3.6%
681695,83,St. Albert,"No certificate, diploma or degree",2,1814,"1,645.00",3.4%
681696,83,St. Albert,Secondary (high) school diploma or equivalency certificate,2,1815,"6,320.00",3.4%
681697,83,St. Albert,"Postsecondary certificate, diploma or degree",2,1816,"17,505.00",3.4%
681698,83,St. Albert,Apprenticeship or trades certificate or diploma,2,1817,"2,885.00",3.4%
681699,83,St. Albert,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,685.00,3.4%
681700,83,St. Albert,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,205.00",3.4%
681701,83,St. Albert,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,890.00",3.4%
681702,83,St. Albert,University certificate or diploma below bachelor level,2,1821,875.00,3.4%
681703,83,St. Albert,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,850.00",3.4%
681704,83,St. Albert,Bachelor's degree,2,1823,"5,170.00",3.4%
681705,83,St. Albert,University certificate or diploma above bachelor level,2,1824,370.00,3.4%
681706,83,St. Albert,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,115.00,3.4%
681707,83,St. Albert,Master's degree,2,1826,"1,075.00",3.4%
689864,84,Strathcona-Sherwood Park,"No certificate, diploma or degree",2,1814,"1,545.00",2.7%
689865,84,Strathcona-Sherwood Park,Secondary (high) school diploma or equivalency certificate,2,1815,"6,575.00",2.7%
689866,84,Strathcona-Sherwood Park,"Postsecondary certificate, diploma or degree",2,1816,"18,545.00",2.7%
689867,84,Strathcona-Sherwood Park,Apprenticeship or trades certificate or diploma,2,1817,"3,815.00",2.7%
689868,84,Strathcona-Sherwood Park,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,760.00,2.7%
689869,84,Strathcona-Sherwood Park,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,055.00",2.7%
689870,84,Strathcona-Sherwood Park,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,320.00",2.7%
689871,84,Strathcona-Sherwood Park,University certificate or diploma below bachelor level,2,1821,980.00,2.7%
689872,84,Strathcona-Sherwood Park,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,430.00",2.7%
689873,84,Strathcona-Sherwood Park,Bachelor's degree,2,1823,"4,945.00",2.7%
689874,84,Strathcona-Sherwood Park,University certificate or diploma above bachelor level,2,1824,220.00,2.7%
